Player_name,Level,Role,Overall_Score,PPS_Score,Consistency_Score,Opening_Score,Middle_Score,Death_Score,Final_Phase_Score,RSI_Score,TCS_Score,FIS_Score,Auction_price,Predicted_Price,Price_Impact_Actual,Price_Impact_Predicted,Overall_Score_Grade
Digvesh Rathi,Uncapped,Bowler,52.13,58.90375886,76.66897644,57.06187413,78.5826372,59.0542511,65.03166502,30.0,61.48266943,30.0,30,242.3026093956763,0.5754843660080567,4.648045451672287,Medium
Sai Kishore,capped,All Rounder,52.11,55.44301284,56.33019661,52.15628886,52.52147383,52.01326938,52.09861627,30.0,55.50280419,69.50706002,200,230.98935139213944,,,Medium
William O'Rourke,capped,Bowler,51.79,59.07181812,85.96715784,56.37665365,70.78143223,60.68005621,63.08575617,30.0,57.48850509,30.0,300,287.96695481137175,,,Medium
Mukesh Choudhary,Uncapped,Bowler,51.75,56.61301864,69.22513309,53.05294702,70.56228713,53.32760245,62.41835448,30.0,51.25473602,66.56318488,30,106.07863583172474,0.5797101449275363,2.0498287117241496,Medium
Madhav Tiwari,Uncapped,All Rounder,51.69,56.00242861,48.29108092,75.29278576,47.92790934,73.36296458,72.93457319,48.23371122,54.79761694,30.0,40,120.67480883526069,0.7738440704198104,2.3345871316552658,Medium
Sam Curran,capped,All Rounder,51.69,65.65899662,53.1810296,59.56895706,59.87708963,57.37906169,58.83717091,30.0,72.68567592,30.0,240,306.079068563062,,,Medium
Varun Chakaravarthy,capped,Bowler,51.69,57.08541691,63.17546864,52.95711935,62.2276405,53.58574811,56.15949597,48.22248591,53.30397149,30.0,1200,1055.0126816636546,,,Medium
Andre Russell,capped,All Rounder,51.68,59.29860972,50.82090764,54.02028111,51.64866452,53.43840504,52.92764554,30.0,68.66174734,49.96082632,1200,906.8399902281438,,,Medium
Kamindu Mendis,capped,All Rounder,51.64,55.66314938,57.59214511,62.06941661,59.96124648,57.15541768,59.70283875,47.55504698,58.41470353,30.0,75,204.45871363133296,,,Medium
Ravichandran Ashwin,Elite,All Rounder,51.42,57.50550519,56.16011271,54.91153467,53.03052297,54.49848942,53.83819584,30.0,55.93442429,60.70173025,975,1050.5293516188826,2.3701866977829638,2.5537955844488587,Medium
Kulwant Khejroliya,Uncapped,Bowler,51.16,59.23635311,85.26605343,57.19945207,74.73785209,59.79057496,63.67438519,30.0,54.78991203,30.0,30,42.767142537245554,0.5863956215793589,0.8359488377100383,Medium
Pat Cummins,Elite,Bowler,51.11,55.82564989,56.51839992,54.14833338,56.29144189,54.45699115,55.09701298,30.0,54.47854241,76.97733707,1800,1616.7261536035223,4.402269614556838,3.954035789482299,Medium
Yash Thakur,Uncapped,Bowler,51.03,56.63071925,57.95372529,50.97238808,64.60024704,50.37308373,56.52759031,30.0,56.58164388,66.15831712,160,179.42276264594207,3.13541054281795,3.516025135135059,Medium
Mohammed Siraj,capped,Bowler,50.65,54.89417754,52.08957506,50.58564432,54.32533491,49.11725918,52.34364275,30.0,52.94349319,86.14878092,1225,1122.8283993620369,,,Medium
Arshdeep Singh,Elite,Bowler,50.59,55.87017922,59.5664234,50.55803135,58.53843997,50.71529904,53.96724549,47.57859831,53.06331623,30.0,1800,1661.1860746375787,4.447519272583515,4.104531712387771,Medium
Hardik Pandya,Elite,All Rounder,50.55,57.93722078,49.61877853,54.03673712,48.13812909,52.7764685,51.65453515,51.46962319,59.39528206,30.0,1635,1423.4372004935526,4.043026706231454,3.5198743830206545,Medium
Wanindu Hasaranga,capped,All Rounder,50.42,54.9239346,53.11253167,48.86084713,52.74114222,47.87255488,49.98163726,30.0,56.74221131,62.44473259,525,437.28106134568526,,,Medium
Sandeep Sharma,capped,Bowler,50.41,56.11201838,65.51898341,52.13256937,60.67585479,52.75657108,55.72713614,30.0,52.83390886,63.769529,400,432.43455188346775,,,Medium
Lockie Ferguson,capped,Bowler,50.06,56.26412805,61.91238223,60.3304696,58.44384539,59.96627783,59.26311108,30.0,56.18832616,49.90884322,200,220.79599673211342,,,Medium
Robin Minz,Uncapped,Wicket Keeper,49.97,55.21598741,47.33602791,62.31138109,47.92790934,60.46601763,56.45384331,48.15043027,53.81043849,30.0,65,220.49775426152235,1.3007804682809687,4.412602646818538,Medium
Khaleel Ahmed,capped,Bowler,49.96,55.81868764,55.67668473,49.90342178,58.85629411,48.95819896,53.65207228,30.0,51.74814461,75.30553565,480,674.5084365434641,,,Medium
Vaibhav Arora,capped,Bowler,49.93,56.70495285,64.43953421,51.51482034,61.95582794,52.64279802,55.99864925,30.0,54.13621746,55.49391829,180,360.9334111929204,,,Medium
Tushar Deshpande,capped,Bowler,49.68,55.74907052,61.29445562,52.00819283,59.96650857,52.27190898,54.48700691,30.0,51.99612708,65.19793733,625,602.5468494233512,,,Medium
Shahbaz Ahmed,Uncapped,All Rounder,49.67,57.32146354,55.6869794,55.4213221,59.22702719,53.46909298,56.91365619,30.0,68.42575908,30.0,240,290.4866516579729,4.831890477149185,5.848332024521299,Medium
Karn Sharma,capped,Bowler,49.45,56.246465,55.19705765,53.53094228,54.79037096,53.51439571,53.89370901,30.0,54.00422707,64.11964207,50,106.30950870673891,,,Medium
Xavier Bartlett,capped,Bowler,49.44,55.20117719,51.27863815,49.25837967,52.78334233,47.76722973,50.94542499,30.0,71.57724095,30.0,80,138.17330735843134,,,Medium
Harshal Patel,capped,Bowler,49.3,55.73941946,59.99109484,50.35562111,58.47952031,50.07423663,53.07103985,30.0,55.85698629,55.19139353,800,716.0282040253799,,,Medium
Maheesh Theekshana,capped,Bowler,49.28,55.67853647,60.86167197,51.24634261,58.58136211,51.51066143,54.09404131,30.0,54.7963228,55.2675389,440,518.7766563552341,,,Medium
Kumar Kartikeya Singh,Uncapped,Bowler,49.23,55.90570874,53.23398676,55.9695511,56.38901291,54.54405279,55.61544852,30.0,66.70743279,30.0,30,47.37988483385612,0.6093845216331506,0.9624189484837725,Medium
Vijaykumar Vyshak,capped,Bowler,49.11,55.85005107,60.79831009,50.94322569,61.38934317,51.43597669,55.35981874,30.0,50.59574916,61.98863682,180,294.89624262069395,,,Medium
Anukul Roy,Uncapped,All Rounder,49.07,57.83255543,64.5172507,52.95138686,68.51767205,53.32760245,58.32237317,30.0,57.3522358,30.0,40,112.90544126483165,0.8151620134501733,2.300905670773011,Medium
Yuzvendra Chahal,Elite,Bowler,49.02,55.95445826,58.42091994,50.42790858,55.92213048,50.72308093,53.05566286,30.0,51.63980832,64.17469447,1800,1615.445694863535,4.589963280293757,4.119353567073477,Medium
Vignesh Puthur,Uncapped,Bowler,48.95,57.22162284,66.1170452,54.71350705,67.98337289,55.96190409,59.75290076,30.0,57.1549388,30.0,30,40.1026330019565,0.6128702757916241,0.8192570582626455,Medium
Manimaran Siddharth,Uncapped,Bowler,48.77,58.52734303,66.43199611,55.27050958,74.9507045,56.48194901,63.01890039,30.0,53.59810291,30.0,75,67.82512576669899,1.5378306335862209,1.3907140817449044,Medium
Matheesha Pathirana,capped,Bowler,48.64,56.02029253,57.09426441,50.58565016,58.80781744,50.62060774,54.02272933,30.0,51.78771593,59.78081476,1300,1069.540963579049,,,Medium
Rashid Khan,Elite,All Rounder,48.38,56.0052443,51.71728589,53.26641521,48.66861411,52.49217599,50.85437187,30.0,54.33673048,51.51014561,1800,1518.1625845403487,4.650682100041339,3.9224953093746087,Medium
Gerald Coetzee,capped,Bowler,48.37,56.65642312,51.83288912,57.52047817,51.10261119,55.47632048,53.69322096,30.0,64.53891192,30.0,240,223.60282845207533,,,Medium
Marcus Stoinis,capped,All Rounder,48.22,56.22494226,58.81459898,69.2374023,55.84491743,70.31099524,65.31982798,30.0,53.35330747,30.0,1100,957.6287949698441,,,Medium
Shardul Thakur,capped,All Rounder,48.21,58.26779407,58.66747175,69.15594505,51.95838982,67.63042632,59.28729302,30.0,56.36343728,30.0,30,175.5791673799791,,,Medium
Akash Deep,capped,Bowler,48.18,55.043759,51.66730185,65.01055083,50.38863522,63.4915467,53.70679819,30.0,51.41899636,63.49870245,800,659.9131689340959,,,Medium
Trent Boult,capped,Bowler,48.06,57.42230724,67.50809333,52.69937864,66.22863606,53.70873058,58.98218913,30.0,53.40214889,30.0,1250,1066.2014501440121,,,Medium
Deepak Chahar,capped,Bowler,48.03,55.76931659,58.13446222,51.60951798,58.12628225,50.42506746,55.35121473,30.0,52.21562073,49.95607353,925,809.8870611517304,,,Medium
Ravi Bishnoi,capped,Bowler,47.82,55.66398371,51.58120382,50.17424058,48.68226297,50.25247589,49.53308454,30.0,55.5366794,54.96120469,1100,892.053180324401,,,Medium
Deepak Hooda,capped,All Rounder,47.8,56.33018154,46.93997322,55.25467336,46.8408803,53.60949117,52.79916584,30.0,54.56614224,49.86865438,170,194.33307193153607,,,Medium
Bhuvneshwar Kumar,capped,Bowler,47.64,56.29051359,59.17241004,54.77604563,60.73076542,55.03201476,57.21567712,30.0,56.78955857,30.0,1075,984.678954706437,,,Medium
Adam Zampa,capped,Bowler,47.47,56.57090306,74.05139045,51.1833822,57.66098835,51.8230013,52.11506008,30.0,53.03730017,30.0,240,261.80422418841806,,,Medium
Mitchell Starc,Elite,Bowler,47.43,55.01504391,50.8805805,53.11425485,49.78343728,52.89645937,52.28090485,30.0,52.24337066,56.81761626,1175,1271.8461801388632,3.0966687750368966,3.3519032788816765,Medium
Moeen Ali,capped,All Rounder,47.42,56.56500848,62.01424386,51.35773009,56.68284025,51.97402278,53.40937487,30.0,55.61566614,30.0,200,239.77371302136123,,,Medium
Donovan Ferreira,capped,Wicket Keeper,47.4,54.14155863,45.7057685,51.79276366,43.1658789,50.37308373,50.67077929,47.26418665,49.17633456,30.0,75,268.6891202363886,,,Medium
Ravindra Jadeja,Elite,All Rounder,47.35,56.22877202,57.66731291,54.4491222,54.49883334,54.06277125,54.34337327,30.0,58.07033559,30.0,1800,1533.6620098456856,4.7518479408658925,4.048738146371926,Medium
Yash Dayal,capped,Bowler,47.24,54.79732491,48.73258773,49.01197388,48.81015983,47.74202385,48.56727812,30.0,53.22229231,60.60575398,500,533.3273733147457,,,Medium
Mohit Sharma,capped,Bowler,47.21,54.27498775,48.60631686,47.32866454,46.76439836,45.62576705,46.47781824,30.0,49.24899038,74.26367382,220,253.12119938963963,,,Medium
Mukesh Kumar,capped,Bowler,47.11,56.35086507,62.22760713,51.85353653,64.54836033,52.86213904,57.76237637,30.0,53.06655176,30.0,800,793.1434889772104,,,Medium
Avesh Khan,capped,Bowler,47.09,56.40711388,62.98924422,53.61579485,57.70950516,53.91440302,56.15378876,30.0,53.61322993,30.0,975,904.3421859521877,,,Medium
Manoj Bhandage,Uncapped,All Rounder,46.97,54.08316337,45.83343156,54.90129851,44.03400746,53.32760245,53.50258896,47.25078202,50.01114704,30.0,30,82.3051028740959,0.6387055567383436,1.7522908851202021,Medium
Nathan Ellis,capped,Bowler,46.55,55.8953494,67.08160543,51.366293,60.01164856,51.8230013,54.48222942,30.0,51.1558254,30.0,200,215.9867828186069,,,Medium
Mohammad Shami,capped,Bowler,46.54,55.10761756,50.81756561,51.24301501,51.83465617,50.08136918,51.07151528,30.0,52.16178268,49.86679472,1000,750.935818811128,,,Medium
Kagiso Rabada,Elite,Bowler,46.37,54.49975317,47.82819654,49.86710114,46.99277978,48.67455585,48.09704005,30.0,50.6423425,60.3669418,1075,907.0108111361378,2.8978865645891743,2.445036691654458,Medium
V Satyanarayana Penmetsa,Uncapped,Bowler,46.3,55.71153058,58.37176119,59.42947178,56.30677607,59.43663258,58.3472476,30.0,51.42816234,30.0,30,81.13520445256461,0.6479481641468683,1.752380225757335,Medium
Mujeeb Ur Rahman,capped,Bowler,46.19,55.78330959,65.54288971,51.04953226,56.67304347,51.8230013,53.12509375,30.0,51.18201935,30.0,200,235.79828611143344,,,Medium
Zeeshan Ansari,Uncapped,Bowler,45.98,55.45247102,53.31155925,50.13484016,56.43497646,48.40821588,52.5494688,30.0,55.78137332,30.0,40,88.01660269377068,0.8699434536755112,1.914236683205104,Medium
Fazalhaq Farooqi,capped,Bowler,45.91,54.20400217,47.9344553,48.64046037,47.25348647,46.75665966,47.43907394,30.0,48.50873126,62.44473259,200,192.21409720939548,,,Medium
Suyash Sharma,capped,Bowler,45.85,54.80781344,52.10917597,48.43020207,50.77196176,47.19676057,49.36892179,30.0,50.10929333,49.86679472,260,302.19010672782036,,,Medium
Mayank Yadav,capped,Bowler,45.63,55.84020078,57.07445385,50.25465539,61.83523224,50.37308373,55.47493875,30.0,50.88470545,30.0,1100,821.4158129073135,,,Medium
Kwena Maphaka,capped,Bowler,45.5,55.09207554,55.30193171,65.42663846,52.27799931,62.65535972,57.06774849,30.0,50.59802771,30.0,150,203.32503236725037,,,Medium
Ishant Sharma,capped,Bowler,45.38,55.85417592,59.18733484,49.85375285,55.59245933,49.56013771,52.36130057,30.0,50.91900277,30.0,75,176.81006353231186,,,Medium
Liam Livingstone,capped,All Rounder,45.27,55.11148003,47.65675902,51.14076097,44.89206075,49.47709241,48.06982007,30.0,60.72893752,30.0,875,697.3368431261368,,,Medium
Jamie Overton,capped,Bowler,45.26,54.37487725,47.36317666,57.05446473,46.80512101,54.60632423,50.73515339,30.0,49.06012015,49.91072209,150,214.91941503004665,,,Medium
Dushmantha Chameera,capped,Bowler,45.21,55.1631698,54.69044261,52.8451041,52.77197708,52.33792015,52.64588592,30.0,52.28843705,30.0,75,164.69223415201296,,,Medium
Suryansh Shedge,Uncapped,All Rounder,44.96,54.91588915,46.79418455,59.13815597,45.47404643,56.68162928,53.78310578,30.0,55.68995898,30.0,30,102.32928145562487,0.6672597864768683,2.2760071498137204,Medium
Wiaan Mulder,capped,All Rounder,44.84,55.57351875,46.93280972,52.99875152,46.24029215,50.26987308,49.64979023,30.0,57.6053949,30.0,75,185.08775101229588,,,Medium
Simarjeet Singh,Uncapped,Bowler,44.28,54.59346761,49.84301133,48.56482736,49.37566404,46.96024265,47.68491729,30.0,53.80447626,30.0,150,143.41747549642974,3.3875338753387534,3.238877043731476,Medium
Rasikh Dar Salam,capped,Bowler,44.14,55.05231684,52.40139631,48.62381442,54.42416224,47.65124442,51.13051979,30.0,49.88267076,30.0,600,532.3235206097136,,,Medium
Anrich Nortje,capped,Bowler,43.52,54.92551353,51.85984719,48.24605634,49.53710177,47.058512,48.49366321,30.0,49.26490605,30.0,650,575.3064232972479,,,Medium
Spencer Johnson,capped,Bowler,42.97,54.43765609,47.67863904,48.98498863,48.42298687,47.35214182,48.36437875,30.0,49.1353758,30.0,280,329.8876551014381,,,Medium
Kyle Jamieson,capped,Bowler,38.94,54.40650821,50.3165705,47.1079488,52.46847235,45.18179884,51.64630615,30.0,30.0,30.0,100,132.32731749990245,,,Low
Chetan Sakariya,Uncapped,Bowler,38.43,54.33789567,49.21636737,47.65569311,49.5585733,45.18179884,49.01798233,30.0,30.0,30.0,30,49.367325098799384,0.78064012490242,1.2846038277075043,Low
Rahul Chahar,capped,Bowler,37.65,54.118335,46.69519028,47.23472091,44.48388193,45.18179884,45.73426328,30.0,30.0,30.0,320,255.06082033797193,,,Low
T Natarajan,capped,Bowler,37.48,54.02507416,46.11466155,46.82593347,43.37896974,45.18179884,45.0688235,30.0,30.0,30.0,1075,803.4597393859369,,,Low
Karim Janat,Uncapped,All Rounder,32.53,30.0,30.0,46.89132682,42.33961151,45.18179884,46.89132676,30.0,30.0,30.0,75,131.59034616949674,2.305564094681832,4.0451996978019285,Low
Kuldeep Sen,Uncapped,Bowler,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,80,55.320733627758955,2.6666666666666665,1.844024454258632,Low
Vishnu Vinod,capped,Wicket Keeper,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,95,335.23487176238825,,,Low
Nishant Sindhu,capped,All Rounder,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30,137.14280091646822,,,Low
Swastik Chikara,Uncapped,Batter,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30,18.387899643651764,1.0,0.6129299881217255,Low
Shamar Joseph,capped,Bowler,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,75,74.34635887835594,,,Low
Aryan Juyal,Uncapped,Wicket Keeper,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30,211.61127630892082,1.0,7.05370921029736,Low
RS Hangargekar,Uncapped,All Rounder,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30,86.07568907705354,1.0,2.8691896359017846,Low
Yuvraj Chaudhary,Uncapped,All Rounder,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30,86.07568907705354,1.0,2.8691896359017846,Low
Arshin Kulkarni,Uncapped,All Rounder,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30,86.07568907705354,1.0,2.8691896359017846,Low
Himmat Singh,Uncapped,Batter,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30,18.387899643651764,1.0,0.6129299881217255,Low
Nandre Burger,capped,Bowler,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,50,74.34635887835594,,,Low
Ashok Sharma,Uncapped,Bowler,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30,55.320733627758955,1.0,1.844024454258632,Low
Swapnil Singh,Uncapped,All Rounder,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,50,86.07568907705354,1.6666666666666667,2.8691896359017846,Low
Mahipal Lomror,capped,All Rounder,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,170,137.14280091646822,,,Low
Lhuan-dre Pretorius,Uncapped,Wicket Keeper,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,120,211.61127630892082,4.0,7.05370921029736,Low
Kunal Rathore,Uncapped,Wicket Keeper,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30,211.61127630892082,1.0,7.05370921029736,Low
Shreyas Gopal,Uncapped,Bowler,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30,55.320733627758955,1.0,1.844024454258632,Low
Kamlesh Nagarkoti,Uncapped,Bowler,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30,55.320733627758955,1.0,1.844024454258632,Low
Luvnith Sisodia,Uncapped,Wicket Keeper,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30,211.61127630892082,1.0,7.05370921029736,Low
Darshan Nalkande,Uncapped,All Rounder,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30,86.07568907705354,1.0,2.8691896359017846,Low
Mayank Markande,Uncapped,Bowler,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30,55.320733627758955,1.0,1.844024454258632,Low
Vansh Bedi,Uncapped,Wicket Keeper,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,55,211.61127630892082,1.8333333333333333,7.05370921029736,Low
Ramakrishna Ghosh,Uncapped,All Rounder,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30,86.07568907705354,1.0,2.8691896359017846,Low
Ajay Jadav Mandal,Uncapped,All Rounder,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30,86.07568907705354,1.0,2.8691896359017846,Low
Umran Malik,capped,Bowler,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,75,74.34635887835594,,,Low
Tripurana Vijay,Uncapped,All Rounder,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30,86.07568907705354,1.0,2.8691896359017846,Low
Dasun Shanaka,capped,All Rounder,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,75,137.14280091646822,,,Low
Mohit Rathee,Uncapped,All Rounder,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30,86.07568907705354,1.0,2.8691896359017846,Low
Arjun Tendulkar,capped,All Rounder,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30,137.14280091646822,,,Low
Lizaad Williams,capped,Bowler,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,75,74.34635887835594,,,Low
Raghu Sharma,Uncapped,Bowler,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30,55.320733627758955,1.0,1.844024454258632,Low
Tim Seifert,capped,Wicket Keeper,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,125,335.23487176238825,,,Low
Andre Siddarth,Uncapped,Batter,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30,18.387899643651764,1.0,0.6129299881217255,Low
Reece Topley,capped,Bowler,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,75,74.34635887835594,,,Low
Harnoor Singh,Uncapped,Batter,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30,18.387899643651764,1.0,0.6129299881217255,Low
Pyla Avinash,Uncapped,Batter,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30,18.387899643651764,1.0,0.6129299881217255,Low
Jonny Bairstow,capped,Wicket Keeper,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,525,335.23487176238825,,,Low
Krishnan Shrijith,Uncapped,Wicket Keeper,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30,211.61127630892082,1.0,7.05370921029736,Low
Abhinandan Singh,Uncapped,Bowler,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30,55.320733627758955,1.0,1.844024454258632,Low
Blessing Muzarabani,Uncapped,Bowler,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,75,55.320733627758955,2.5,1.844024454258632,Low
Charith Asalanka,capped,All Rounder,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,75,137.14280091646822,,,Low
Jayant Yadav,Uncapped,All Rounder,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,75,86.07568907705354,2.5,2.8691896359017846,Low
Raj Bawa,Uncapped,All Rounder,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30,86.07568907705354,1.0,2.8691896359017846,Low
Bevon Jacobs,capped,All Rounder,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30,137.14280091646822,,,Low
Sachin Baby,Uncapped,Batter,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30,18.387899643651764,1.0,0.6129299881217255,Low
Musheer Khan,Uncapped,All Rounder,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30,86.07568907705354,1.0,2.8691896359017846,Low
Gurnoor Brar,Uncapped,Bowler,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,130,55.320733627758955,4.333333333333333,1.844024454258632,Low
Manvanth Kumar L,Uncapped,All Rounder,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30,86.07568907705354,1.0,2.8691896359017846,Low
Kusal Mendis,capped,Wicket Keeper,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,75,335.23487176238825,,,Low
Aaron Hardie,Uncapped,All Rounder,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,125,86.07568907705354,4.166666666666667,2.8691896359017846,Low
Anuj Rawat,Uncapped,Wicket Keeper,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30,211.61127630892082,1.0,7.05370921029736,Low
Kumar Kushagra,Uncapped,Wicket Keeper,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,65,211.61127630892082,2.1666666666666665,7.05370921029736,Low
Mitchell Owen,capped,All Rounder,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,300,137.14280091646822,,,Low
Manav Suthar,Uncapped,Bowler,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30,55.320733627758955,1.0,1.844024454258632,Low
