Player_name,Level,Role,Metric,Score
Matheesha Pathirana,capped,Bowler,PPS,56.02029253
Rashid Khan,Elite,All Rounder,PPS,56.0052443
Gerald Coetzee,capped,Bowler,PPS,56.65642312
Marcus Stoinis,capped,All Rounder,PPS,56.22494226
Shardul Thakur,capped,All Rounder,PPS,58.26779407
Akash Deep,capped,Bowler,PPS,55.043759
Trent Boult,capped,Bowler,PPS,57.42230724
Deepak Chahar,capped,Bowler,PPS,55.76931659
Ravi Bishnoi,capped,Bowler,PPS,55.66398371
Deepak Hooda,capped,All Rounder,PPS,56.33018154
Bhuvneshwar Kumar,capped,Bowler,PPS,56.29051359
Adam Zampa,capped,Bowler,PPS,56.57090306
Mitchell Starc,Elite,Bowler,PPS,55.01504391
Moeen Ali,capped,All Rounder,PPS,56.56500848
Donovan Ferreira,capped,Wicket Keeper,PPS,54.14155863
Ravindra Jadeja,Elite,All Rounder,PPS,56.22877202
Yash Dayal,capped,Bowler,PPS,54.79732491
Mohit Sharma,capped,Bowler,PPS,54.27498775
Mukesh Kumar,capped,Bowler,PPS,56.35086507
Avesh Khan,capped,Bowler,PPS,56.40711388
Manoj Bhandage,Uncapped,All Rounder,PPS,54.08316337
Nathan Ellis,capped,Bowler,PPS,55.8953494
Mohammad Shami,capped,Bowler,PPS,55.10761756
Kagiso Rabada,Elite,Bowler,PPS,54.49975317
V Satyanarayana Penmetsa,Uncapped,Bowler,PPS,55.71153058
Mujeeb Ur Rahman,capped,Bowler,PPS,55.78330959
Zeeshan Ansari,Uncapped,Bowler,PPS,55.45247102
Fazalhaq Farooqi,capped,Bowler,PPS,54.20400217
Suyash Sharma,capped,Bowler,PPS,54.80781344
Mayank Yadav,capped,Bowler,PPS,55.84020078
Kwena Maphaka,capped,Bowler,PPS,55.09207554
Ishant Sharma,capped,Bowler,PPS,55.85417592
Liam Livingstone,capped,All Rounder,PPS,55.11148003
Jamie Overton,capped,Bowler,PPS,54.37487725
Dushmantha Chameera,capped,Bowler,PPS,55.1631698
Suryansh Shedge,Uncapped,All Rounder,PPS,54.91588915
Wiaan Mulder,capped,All Rounder,PPS,55.57351875
Simarjeet Singh,Uncapped,Bowler,PPS,54.59346761
Rasikh Dar Salam,capped,Bowler,PPS,55.05231684
Anrich Nortje,capped,Bowler,PPS,54.92551353
Spencer Johnson,capped,Bowler,PPS,54.43765609
Kyle Jamieson,capped,Bowler,PPS,54.40650821
Chetan Sakariya,Uncapped,Bowler,PPS,54.33789567
Rahul Chahar,capped,Bowler,PPS,54.118335
T Natarajan,capped,Bowler,PPS,54.02507416
Karim Janat,Uncapped,All Rounder,PPS,30.0
Kuldeep Sen,Uncapped,Bowler,PPS,30.0
Vishnu Vinod,capped,Wicket Keeper,PPS,30.0
Nishant Sindhu,capped,All Rounder,PPS,30.0
Swastik Chikara,Uncapped,Batter,PPS,30.0
Shamar Joseph,capped,Bowler,PPS,30.0
Aryan Juyal,Uncapped,Wicket Keeper,PPS,30.0
RS Hangargekar,Uncapped,All Rounder,PPS,30.0
Yuvraj Chaudhary,Uncapped,All Rounder,PPS,30.0
Arshin Kulkarni,Uncapped,All Rounder,PPS,30.0
Himmat Singh,Uncapped,Batter,PPS,30.0
Nandre Burger,capped,Bowler,PPS,30.0
Ashok Sharma,Uncapped,Bowler,PPS,30.0
Swapnil Singh,Uncapped,All Rounder,PPS,30.0
Mahipal Lomror,capped,All Rounder,PPS,30.0
Lhuan-dre Pretorius,Uncapped,Wicket Keeper,PPS,30.0
Kunal Rathore,Uncapped,Wicket Keeper,PPS,30.0
Shreyas Gopal,Uncapped,Bowler,PPS,30.0
Kamlesh Nagarkoti,Uncapped,Bowler,PPS,30.0
Luvnith Sisodia,Uncapped,Wicket Keeper,PPS,30.0
Darshan Nalkande,Uncapped,All Rounder,PPS,30.0
Mayank Markande,Uncapped,Bowler,PPS,30.0
Vansh Bedi,Uncapped,Wicket Keeper,PPS,30.0
Ramakrishna Ghosh,Uncapped,All Rounder,PPS,30.0
Ajay Jadav Mandal,Uncapped,All Rounder,PPS,30.0
Umran Malik,capped,Bowler,PPS,30.0
Tripurana Vijay,Uncapped,All Rounder,PPS,30.0
Dasun Shanaka,capped,All Rounder,PPS,30.0
Mohit Rathee,Uncapped,All Rounder,PPS,30.0
Arjun Tendulkar,capped,All Rounder,PPS,30.0
Lizaad Williams,capped,Bowler,PPS,30.0
Raghu Sharma,Uncapped,Bowler,PPS,30.0
Tim Seifert,capped,Wicket Keeper,PPS,30.0
Andre Siddarth,Uncapped,Batter,PPS,30.0
Reece Topley,capped,Bowler,PPS,30.0
Harnoor Singh,Uncapped,Batter,PPS,30.0
Pyla Avinash,Uncapped,Batter,PPS,30.0
Jonny Bairstow,capped,Wicket Keeper,PPS,30.0
Krishnan Shrijith,Uncapped,Wicket Keeper,PPS,30.0
Abhinandan Singh,Uncapped,Bowler,PPS,30.0
Blessing Muzarabani,Uncapped,Bowler,PPS,30.0
Charith Asalanka,capped,All Rounder,PPS,30.0
Jayant Yadav,Uncapped,All Rounder,PPS,30.0
Raj Bawa,Uncapped,All Rounder,PPS,30.0
Bevon Jacobs,capped,All Rounder,PPS,30.0
Sachin Baby,Uncapped,Batter,PPS,30.0
Musheer Khan,Uncapped,All Rounder,PPS,30.0
Gurnoor Brar,Uncapped,Bowler,PPS,30.0
Manvanth Kumar L,Uncapped,All Rounder,PPS,30.0
Kusal Mendis,capped,Wicket Keeper,PPS,30.0
Aaron Hardie,Uncapped,All Rounder,PPS,30.0
Anuj Rawat,Uncapped,Wicket Keeper,PPS,30.0
Kumar Kushagra,Uncapped,Wicket Keeper,PPS,30.0
Mitchell Owen,capped,All Rounder,PPS,30.0
Manav Suthar,Uncapped,Bowler,PPS,30.0
Vaibhav Suryavanshi,Uncapped,Batter,Final Phase,100.0
Ayush Mhatre,Uncapped,Batter,Final Phase,100.0
Priyansh Arya,Uncapped,Batter,Final Phase,100.0
Urvil Patel,Uncapped,Wicket Keeper,Final Phase,100.0
Abishek Porel,Uncapped,Wicket Keeper,Final Phase,99.86199633
Aniket Verma,Uncapped,Batter,Final Phase,100.0
Mitchell Marsh,capped,All Rounder,Final Phase,90.44377116
Dewald Brevis,capped,Batter,Final Phase,89.42748465
Yashasvi Jaiswal,capped,Batter,Final Phase,88.69484173
Sai Sudharsan,capped,Batter,Final Phase,83.35716038
Phil Salt,capped,Wicket Keeper,Final Phase,82.01091882
Josh Inglis,capped,Wicket Keeper,Final Phase,88.83417533
Heinrich Klaasen,capped,Wicket Keeper,Final Phase,92.3693303
Prabhsimran Singh,capped,Wicket Keeper,Final Phase,81.07830373
Virat Kohli,Elite,Batter,Final Phase,78.62376976
Ajinkya Rahane,capped,Batter,Final Phase,80.54420448
Shaik Rasheed,Uncapped,Batter,Final Phase,82.08256024
Aiden Markram,capped,Batter,Final Phase,72.64126372
Jacob Bethell,capped,All Rounder,Final Phase,85.9560679
Surya kumar Yadav,Elite,Batter,Final Phase,78.06273187
Shubman Gill,Elite,Batter,Final Phase,72.87249904
Manish Pandey,capped,Batter,Final Phase,80.02844686
Sameer Rizvi,capped,Batter,Final Phase,85.19189661
Karun Nair,capped,Batter,Final Phase,70.90744815
Shubham Dubey,Uncapped,Batter,Final Phase,99.70304292
Atharva Taide,Uncapped,Batter,Final Phase,100.0
Sanju Samson,capped,Wicket Keeper,Final Phase,78.06617285
Travis Head,Elite,Batter,Final Phase,72.1118936
Dhruv Jurel,capped,Wicket Keeper,Final Phase,81.52203741
Devdutt Padikkal,capped,Batter,Final Phase,71.12451981
Jitesh Sharma,capped,Wicket Keeper,Final Phase,87.59563385
Shreyas Iyer,Elite,Batter,Final Phase,70.40516344
Nehal Wadhera,capped,Batter,Final Phase,71.61546736
Ryan Rickelton,capped,Wicket Keeper,Final Phase,77.81499454
Rohit Sharma,Elite,Batter,Final Phase,66.26399193
Nicholas Pooran,Elite,Wicket Keeper,Final Phase,69.54824664
Ishan Kishan,capped,Wicket Keeper,Final Phase,82.13012007
Vipraj Nigam,Uncapped,Bowler,Final Phase,79.84605441
Devon Conway,capped,Wicket Keeper,Final Phase,73.83397962
Rajat Patidar,capped,Batter,Final Phase,68.14037105
Abhishek Sharma,capped,All Rounder,Final Phase,74.36417169
Faf du Plessis,capped,Batter,Final Phase,67.07877746
Angkrish Raghuvanshi,capped,Batter,Final Phase,68.15707643
Tilak Varma,capped,Batter,Final Phase,61.13983864
Sediqullah Atal,capped,Batter,Final Phase,76.52145283
Jos Buttler,Elite,Wicket Keeper,Final Phase,65.91797989
Riyan Parag,capped,All Rounder,Final Phase,55.68419075
Ruturaj Gaikwad,capped,Batter,Final Phase,63.68606121
Tristan Stubbs,capped,Wicket Keeper,Final Phase,68.39895897
Ayush Badoni,capped,All Rounder,Final Phase,62.76022957
K L Rahul,Elite,Wicket Keeper,Final Phase,71.36048856
Nitish Rana,capped,Batter,Final Phase,73.34250871
Will Jacks,capped,All Rounder,Final Phase,59.98403624
Rahmanullah Gurbaz,capped,Wicket Keeper,Final Phase,71.03448478
Rachin Ravindra,capped,All Rounder,Final Phase,64.0574994
David Miller,capped,Batter,Final Phase,71.37893345
Sherfane Rutherford,capped,All Rounder,Final Phase,70.38410201
Naman Dhir,capped,Batter,Final Phase,76.92863809
Shimron Hetmyer,capped,Batter,Final Phase,71.40569575
Tim David,capped,Batter,Final Phase,68.61010673
Ashutosh Sharma,capped,All Rounder,Final Phase,73.12132722
Mayank Agarwal,capped,Batter,Final Phase,77.54833614
Vijay Shankar,capped,All Rounder,Final Phase,71.0610245
Rinku Singh,capped,Batter,Final Phase,75.91842525
Rahul Tewatia,capped,All Rounder,Final Phase,66.48814142
Prasidh Krishna,capped,Bowler,Final Phase,59.40869716
Shahrukh Khan,capped,All Rounder,Final Phase,71.30244358
Sunil Narine,Elite,All Rounder,Final Phase,59.30416961
Corbin Bosch,capped,All Rounder,Final Phase,66.69157598
Arshad Khan,Uncapped,All Rounder,Final Phase,66.69156017
Rishabh Pant,Elite,Wicket Keeper,Final Phase,76.91341712
Shivam Dube,capped,All Rounder,Final Phase,68.45253804
Jasprit Bumrah,Elite,Bowler,Final Phase,60.72195703
Harsh Dubey,Uncapped,All Rounder,Final Phase,78.83260893
Jaydev Unadkat,capped,Bowler,Final Phase,65.29108278
Marco Jansen,capped,All Rounder,Final Phase,58.550378
Venkatesh Iyer,Elite,All Rounder,Final Phase,61.63970942
Mustafizur Rahman,capped,Bowler,Final Phase,59.41051502
Eshan Malinga,capped,Bowler,Final Phase,66.19608834
Rahul Tripathi,capped,Batter,Final Phase,63.40210363
Quinton de Kock,capped,Wicket Keeper,Final Phase,60.45559981
Lungisani Ngidi,capped,Bowler,Final Phase,53.87553188
Ramandeep Singh,capped,All Rounder,Final Phase,66.40345988
Axar Patel,Elite,All Rounder,Final Phase,55.32220748
Mathew Breetzke,capped,Wicket Keeper,Final Phase,69.98305742
Mitchell Santner,capped,All Rounder,Final Phase,59.22623481
Abhinav Manohar,capped,Batter,Final Phase,64.08103772
Krunal Pandya,capped,All Rounder,Final Phase,56.01177126
MS Dhoni,Elite,Wicket Keeper,Final Phase,57.21092797
Ashwani Kumar,Uncapped,Bowler,Final Phase,64.17106726
Noor Ahmad,capped,Bowler,Final Phase,65.39473236
Romario Shepherd,capped,All Rounder,Final Phase,58.38476328
Nitish Kumar Reddy,capped,All Rounder,Final Phase,52.76039372
Washington Sundar,capped,All Rounder,Final Phase,54.81481267
Harpreet Brar,capped,Bowler,Final Phase,64.03702821
Anshul Kamboj,capped,All Rounder,Final Phase,61.85486717
Shashank Singh,capped,All Rounder,Final Phase,77.82676805
Prince Yadav,Uncapped,Bowler,Final Phase,64.67533452
Jake Frazer McGurk,capped,Batter,Final Phase,60.64262606
Akash Singh,Uncapped,Bowler,Final Phase,69.76828224
Harshit Rana,capped,Bowler,Final Phase,60.44056664
Azmatullah Omarzai,capped,All Rounder,Final Phase,55.08566599
Yudhvir Singh Charak,Uncapped,Bowler,Final Phase,75.53545062
Praveen Dubey,Uncapped,All Rounder,Final Phase,63.66677802
Jofra Archer,capped,Bowler,Final Phase,59.88766847
Glenn Maxwell,capped,Batter,Final Phase,54.83626422
Akash Madhwal,Uncapped,Bowler,Final Phase,73.35895661
Nuwan Thushara,capped,Bowler,Final Phase,57.77191867
Josh Hazlewood,Elite,Bowler,Final Phase,57.5562933
Abdul Samad,capped,All Rounder,Final Phase,65.13328327
Kuldeep Yadav,Elite,Bowler,Final Phase,52.25278039
Rovman powell,capped,Batter,Final Phase,64.15162688
Digvesh Rathi,Uncapped,Bowler,Final Phase,65.03166502
Sai Kishore,capped,All Rounder,Final Phase,52.09861627
William O'Rourke,capped,Bowler,Final Phase,63.08575617
Mukesh Choudhary,Uncapped,Bowler,Final Phase,62.41835448
Madhav Tiwari,Uncapped,All Rounder,Final Phase,72.93457319
Sam Curran,capped,All Rounder,Final Phase,58.83717091
Varun Chakaravarthy,capped,Bowler,Final Phase,56.15949597
Andre Russell,capped,All Rounder,Final Phase,52.92764554
Kamindu Mendis,capped,All Rounder,Final Phase,59.70283875
Ravichandran Ashwin,Elite,All Rounder,Final Phase,53.83819584
Kulwant Khejroliya,Uncapped,Bowler,Final Phase,63.67438519
Pat Cummins,Elite,Bowler,Final Phase,55.09701298
Yash Thakur,Uncapped,Bowler,Final Phase,56.52759031
Mohammed Siraj,capped,Bowler,Final Phase,52.34364275
Arshdeep Singh,Elite,Bowler,Final Phase,53.96724549
Hardik Pandya,Elite,All Rounder,Final Phase,51.65453515
Wanindu Hasaranga,capped,All Rounder,Final Phase,49.98163726
Sandeep Sharma,capped,Bowler,Final Phase,55.72713614
Lockie Ferguson,capped,Bowler,Final Phase,59.26311108
Robin Minz,Uncapped,Wicket Keeper,Final Phase,56.45384331
Khaleel Ahmed,capped,Bowler,Final Phase,53.65207228
Vaibhav Arora,capped,Bowler,Final Phase,55.99864925
Tushar Deshpande,capped,Bowler,Final Phase,54.48700691
Shahbaz Ahmed,Uncapped,All Rounder,Final Phase,56.91365619
Karn Sharma,capped,Bowler,Final Phase,53.89370901
Xavier Bartlett,capped,Bowler,Final Phase,50.94542499
Harshal Patel,capped,Bowler,Final Phase,53.07103985
Maheesh Theekshana,capped,Bowler,Final Phase,54.09404131
Kumar Kartikeya Singh,Uncapped,Bowler,Final Phase,55.61544852
Vijaykumar Vyshak,capped,Bowler,Final Phase,55.35981874
Anukul Roy,Uncapped,All Rounder,Final Phase,58.32237317
Yuzvendra Chahal,Elite,Bowler,Final Phase,53.05566286
Vignesh Puthur,Uncapped,Bowler,Final Phase,59.75290076
Manimaran Siddharth,Uncapped,Bowler,Final Phase,63.01890039
Matheesha Pathirana,capped,Bowler,Final Phase,54.02272933
Rashid Khan,Elite,All Rounder,Final Phase,50.85437187
Gerald Coetzee,capped,Bowler,Final Phase,53.69322096
Marcus Stoinis,capped,All Rounder,Final Phase,65.31982798
Shardul Thakur,capped,All Rounder,Final Phase,59.28729302
Akash Deep,capped,Bowler,Final Phase,53.70679819
Trent Boult,capped,Bowler,Final Phase,58.98218913
Deepak Chahar,capped,Bowler,Final Phase,55.35121473
Ravi Bishnoi,capped,Bowler,Final Phase,49.53308454
Deepak Hooda,capped,All Rounder,Final Phase,52.79916584
Bhuvneshwar Kumar,capped,Bowler,Final Phase,57.21567712
Adam Zampa,capped,Bowler,Final Phase,52.11506008
Mitchell Starc,Elite,Bowler,Final Phase,52.28090485
Moeen Ali,capped,All Rounder,Final Phase,53.40937487
Donovan Ferreira,capped,Wicket Keeper,Final Phase,50.67077929
Ravindra Jadeja,Elite,All Rounder,Final Phase,54.34337327
Yash Dayal,capped,Bowler,Final Phase,48.56727812
Mohit Sharma,capped,Bowler,Final Phase,46.47781824
Mukesh Kumar,capped,Bowler,Final Phase,57.76237637
Avesh Khan,capped,Bowler,Final Phase,56.15378876
Manoj Bhandage,Uncapped,All Rounder,Final Phase,53.50258896
Nathan Ellis,capped,Bowler,Final Phase,54.48222942
Mohammad Shami,capped,Bowler,Final Phase,51.07151528
Kagiso Rabada,Elite,Bowler,Final Phase,48.09704005
V Satyanarayana Penmetsa,Uncapped,Bowler,Final Phase,58.3472476
Mujeeb Ur Rahman,capped,Bowler,Final Phase,53.12509375
Zeeshan Ansari,Uncapped,Bowler,Final Phase,52.5494688
Fazalhaq Farooqi,capped,Bowler,Final Phase,47.43907394
Suyash Sharma,capped,Bowler,Final Phase,49.36892179
Mayank Yadav,capped,Bowler,Final Phase,55.47493875
Kwena Maphaka,capped,Bowler,Final Phase,57.06774849
Ishant Sharma,capped,Bowler,Final Phase,52.36130057
Liam Livingstone,capped,All Rounder,Final Phase,48.06982007
Jamie Overton,capped,Bowler,Final Phase,50.73515339
Dushmantha Chameera,capped,Bowler,Final Phase,52.64588592
Suryansh Shedge,Uncapped,All Rounder,Final Phase,53.78310578
Wiaan Mulder,capped,All Rounder,Final Phase,49.64979023
Simarjeet Singh,Uncapped,Bowler,Final Phase,47.68491729
Rasikh Dar Salam,capped,Bowler,Final Phase,51.13051979
Anrich Nortje,capped,Bowler,Final Phase,48.49366321
Spencer Johnson,capped,Bowler,Final Phase,48.36437875
Kyle Jamieson,capped,Bowler,Final Phase,51.64630615
Chetan Sakariya,Uncapped,Bowler,Final Phase,49.01798233
Rahul Chahar,capped,Bowler,Final Phase,45.73426328
T Natarajan,capped,Bowler,Final Phase,45.0688235
Karim Janat,Uncapped,All Rounder,Final Phase,46.89132676
Kuldeep Sen,Uncapped,Bowler,Final Phase,30.0
Vishnu Vinod,capped,Wicket Keeper,Final Phase,30.0
Nishant Sindhu,capped,All Rounder,Final Phase,30.0
Swastik Chikara,Uncapped,Batter,Final Phase,30.0
Shamar Joseph,capped,Bowler,Final Phase,30.0
Aryan Juyal,Uncapped,Wicket Keeper,Final Phase,30.0
RS Hangargekar,Uncapped,All Rounder,Final Phase,30.0
Yuvraj Chaudhary,Uncapped,All Rounder,Final Phase,30.0
Arshin Kulkarni,Uncapped,All Rounder,Final Phase,30.0
Himmat Singh,Uncapped,Batter,Final Phase,30.0
Nandre Burger,capped,Bowler,Final Phase,30.0
Ashok Sharma,Uncapped,Bowler,Final Phase,30.0
Swapnil Singh,Uncapped,All Rounder,Final Phase,30.0
Mahipal Lomror,capped,All Rounder,Final Phase,30.0
Lhuan-dre Pretorius,Uncapped,Wicket Keeper,Final Phase,30.0
Kunal Rathore,Uncapped,Wicket Keeper,Final Phase,30.0
Shreyas Gopal,Uncapped,Bowler,Final Phase,30.0
Kamlesh Nagarkoti,Uncapped,Bowler,Final Phase,30.0
Luvnith Sisodia,Uncapped,Wicket Keeper,Final Phase,30.0
Darshan Nalkande,Uncapped,All Rounder,Final Phase,30.0
Mayank Markande,Uncapped,Bowler,Final Phase,30.0
Vansh Bedi,Uncapped,Wicket Keeper,Final Phase,30.0
Ramakrishna Ghosh,Uncapped,All Rounder,Final Phase,30.0
Ajay Jadav Mandal,Uncapped,All Rounder,Final Phase,30.0
Umran Malik,capped,Bowler,Final Phase,30.0
Tripurana Vijay,Uncapped,All Rounder,Final Phase,30.0
Dasun Shanaka,capped,All Rounder,Final Phase,30.0
Mohit Rathee,Uncapped,All Rounder,Final Phase,30.0
Arjun Tendulkar,capped,All Rounder,Final Phase,30.0
Lizaad Williams,capped,Bowler,Final Phase,30.0
Raghu Sharma,Uncapped,Bowler,Final Phase,30.0
Tim Seifert,capped,Wicket Keeper,Final Phase,30.0
Andre Siddarth,Uncapped,Batter,Final Phase,30.0
Reece Topley,capped,Bowler,Final Phase,30.0
Harnoor Singh,Uncapped,Batter,Final Phase,30.0
Pyla Avinash,Uncapped,Batter,Final Phase,30.0
Jonny Bairstow,capped,Wicket Keeper,Final Phase,30.0
Krishnan Shrijith,Uncapped,Wicket Keeper,Final Phase,30.0
Abhinandan Singh,Uncapped,Bowler,Final Phase,30.0
Blessing Muzarabani,Uncapped,Bowler,Final Phase,30.0
Charith Asalanka,capped,All Rounder,Final Phase,30.0
Jayant Yadav,Uncapped,All Rounder,Final Phase,30.0
Raj Bawa,Uncapped,All Rounder,Final Phase,30.0
Bevon Jacobs,capped,All Rounder,Final Phase,30.0
Sachin Baby,Uncapped,Batter,Final Phase,30.0
Musheer Khan,Uncapped,All Rounder,Final Phase,30.0
Gurnoor Brar,Uncapped,Bowler,Final Phase,30.0
Manvanth Kumar L,Uncapped,All Rounder,Final Phase,30.0
Kusal Mendis,capped,Wicket Keeper,Final Phase,30.0
Aaron Hardie,Uncapped,All Rounder,Final Phase,30.0
Anuj Rawat,Uncapped,Wicket Keeper,Final Phase,30.0
Kumar Kushagra,Uncapped,Wicket Keeper,Final Phase,30.0
Mitchell Owen,capped,All Rounder,Final Phase,30.0
Manav Suthar,Uncapped,Bowler,Final Phase,30.0
